ID,ID_Rest,Name,Description,Price,Category
56,1,Піца Інферно (30см),"Неаполітанський соус, сир Моцарела, бекон, перець чілі, мисливські ковбаски, салямі Чорізо",234.0,ПІЦА
57,1,Піца Ніжна (30см),"Вершковий соус, сир Моцарела, помідор, шинка, печериці свіжі, сир Пармезан",227.0,ПІЦА
58,1,Піца Гавайська (30см),"Неаполітанський соус, сир Моцарела, шинка, ананаси консервовані, кукурудза, курка смажена",227.0,ПІЦА
59,1,Піца Грибна (30см),"Вершковий соус, сир Моцарела, печериці свіжі, сир Пармезан, опеньки консервовані, шиітакі, соус Унагі",227.0,ПІЦА
60,1,Піца Пепероні (30см/435г),"Неаполітанський соус, Моцарела, салямі, чорізо",227.0,ПІЦА
61,1,Піца Капричоза (30см),"Неаполітанський соус, сир Моцарела, шинка, печериці свіжі, маслини, часникова олія",223.0,ПІЦА
62,1,Піца Наполі (30см),"Вершковий соус, сир Моцарела, помідор, салямі Мілано, рукола, сир Фета, соус бальзамік",223.0,ПІЦА
63,1,Піца сирна з беконом (30см),"Вершковий соус, сир Моцарела, сир Пармезан, бекон, кукурудза, сир Фета",223.0,ПІЦА
64,1,Піца Карбонара (30см),"Вершковий соус, сир Моцарела, сир Пармезан, яйця курячі, бекон",217.0,ПІЦА
65,1,Піца з копченою куркою (30см),"Неаполітанський соус, сир Моцарела, помідор, печериці свіжі, курка копчена",207.0,ПІЦА
66,1,Піца з мисливськими ковбасками (30см),"Неаполітанський соус, сир Моцарела, мисливські ковбаски, гірчиця Французька, синя цибуля",207.0,ПІЦА
67,1,Вегетаріанська піца (30см),"Неаполітанський соус, сир Моцарела, помідор, печериці свіжі, перець болгарський, кабачки, баклажани, часникова олія",204.0,ПІЦА
68,1,Піца з шинкою та грибами (30см),"Неаполітанський соус, сир Моцарела, шинка, печериці свіжі, часникова олія",203.0,ПІЦА
69,1,Піца Салямі (30см),"Неаполітанський соус, сир моцарела, салямі мілано",197.0,ПІЦА
70,1,Піца 4 М'яса (22см),"Неаполітанський соус, сир Моцарела, шинка, бекон, салямі Мілано, мисливські ковбаски, часникова олія",175.0,ПІЦА
71,1,Піца Карбонара (22см),"Вершковий соус, сир Моцарела, сир Пармезан, яйця курячі, бекон",165.0,ПІЦА
72,1,Піца Цезара (22см),"Вершковий соус, сир Моцарела, сир Пармезан, бекон, курка смажена, соус Цезар, помідори чері, салат айсберг",165.0,ПІЦА
73,1,Піца Бургер (22см),"Неаполітанський соус, сир Моцарела, перець болгарський, бекон, синя цибуля, курка смажена, соус Бургер, салат айсберг",165.0,ПІЦА
74,1,Піца Інферно (22см),"Неаполітанський соус, сир Моцарела, бекон, перець чілі, мисливські ковбаски, салямі Чорізо",160.0,ПІЦА
75,1,Піца Маргарита (30см),"Неаполітанський соус, сир Моцарела, помідор",157.0,ПІЦА
76,1,Піца Гавайська (22см),"Неаполітанський соус, сир Моцарела, шинка, ананаси консервовані, кукурудза, курка смажена",156.0,ПІЦА
77,1,Піца Ніжна (22см),"Вершковий соус, сир Моцарела, помідор, шинка, печериці свіжі, сир Пармезан",155.0,ПІЦА
78,1,Піца Грибна (22см),"Вершковий соус, сир Моцарела, печериці свіжі, сир Пармезан, опеньки консервовані, шиітакі, соус Унагі",152.0,ПІЦА
79,1,Піца Мілано (22см),"Неаполітанський соус, сир Моцарела, шинка, печериці свіжі, салямі Мілано, сир Дор-Блю, часникова олія",150.0,ПІЦА
80,1,Піца BBQ (22см),"Неаполітанський соус, сир Моцарела, салямі Чорізо, синя цибуля, огірки мариновані, соус BBQ",148.0,ПІЦА
81,1,Піца 4 Сири (22см),"Вершковий соус, сир Моцарела, сир Пармезан, сир Дор-Блю, сир Мармуровий",147.0,ПІЦА
82,1,Піца Мікс (22см),"Неаполітанський соус, сир Моцарела, шинка, перець болгарський, сир Пармезан, кукурудза, зелена цибуля, кисло-солодкий соус",146.0,ПІЦА
83,1,Піца Капричоза (22см),"Неаполітанський соус, сир Моцарела, шинка, печериці свіжі, маслини, часникова олія",144.0,ПІЦА
84,1,Піца сирна з беконом (22см),"Вершковий соус, сир Моцарела, сир Пармезан, бекон, кукурудза, сир Фета",144.0,ПІЦА
85,1,Піца Сирна з грушею (22см),"Вершковий соус, сир моцарела, грушка, сир дор-блю, грецький горіх, сир пармезан",144.0,ПІЦА
86,1,Піца Наполі (22см),"Вершковий соус, сир Моцарела, помідор, салямі Мілано, рукола, сир Фета, соус бальзамік",142.0,ПІЦА
87,1,Піца Пепероні (22см/280г),"Неаполітанський соус, Моцарела, салямі, чорізо",140.0,ПІЦА
88,1,Піца з копченою куркою (22см),"Неаполітанський соус, сир Моцарела, помідор, печериці свіжі, курка копчена",136.0,ПІЦА
89,1,Піца з мисливськими ковбасками (22см),"Неаполітанський соус, сир Моцарела, мисливські ковбаски, гірчиця Французька, синя цибуля",136.0,ПІЦА
90,1,Піца з шинкою та грибами (22см),"Неаполітанський соус, сир Моцарела, шинка, печериці свіжі, часникова олія",136.0,ПІЦА
91,1,Вегетаріанська піца (22см),"Неаполітанський соус, сир Моцарела, помідор, печериці свіжі, перець болгарський, кабачки, баклажани, часникова олія",132.0,ПІЦА
92,1,Піца Маргарита (22см),"Неаполітанський соус, сир Моцарела, помідор",128.0,ПІЦА
93,1,Піца Салямі (22см),"Неаполітанський соус, сир моцарела, салямі мілано",116.0,ПІЦА
94,1,Нігірі з тигровою креветкою (35г),"Рис, тигрова креветка",74.0,СУШІ
95,1,Нігірі з вугрем (30г),"Рис, соус унагі, вугор, кунжут білий, норі",65.0,СУШІ
96,1,Нігірі з копченим лососем (30г),"Лосось копчений, рис",62.0,СУШІ
97,1,Нігірі з лососем (30г),"Рис, лосось свіжий",52.0,СУШІ
98,1,Нігірі з омлетом тамаго (45г),"Рис, кунжут, омлет тамаго, соус унагі, норі",38.0,СУШІ
99,1,Smaki Сет (2330г),"Сирний, Філадельфія, Гон-Конг, Сурімі з авокадо, Філадельфія овочева, Філадельфія. Сирний з масляною рибою, Запечений рол з лососем, Рінго",1777.0,СЕТИ
100,1,Преміум сет (1300г),"Філадельфія, Філадельфія з вугрем, Рінго, Гон-Конг, Філадельфія Green",1305.0,СЕТИ
101,1,Сет Асорті (1435г),"Філадельфія, Сирний з лососем, Каліфорнія з печеним лососем, Сирний з куркою, Футомакі мікс, Запечений рол з лососем (не належить до категорії теплих)",895.0,СЕТИ
102,1,Сет Друзі (1425г),"Філадельфія, Рол з лососем, Футомакі мікс, Філадельфія, Каліфорнія з печеним лососем, Запечений рол з лососем (не належить до категорії теплих)",999.0,СЕТИ
103,1,Холідей сет (1230г),"Рол з лососем, Філадельфія, Рінго, Сурімі з авокадо, Запечений рол з тамаго (не належить до категорії теплих)",969.0,СЕТИ
104,1,Кілограм (1010г),"Філадельфія, Сирний, Сирний з лососем, Футомакі з лососем",702.0,СЕТИ
105,1,Фіш сет (940г),"Рол з креветкою темпура, Філадельфія, Рол з лососем, Сирний з масляною рибою",799.0,СЕТИ
106,1,Сет Філадельфія (800г),"Філадельфія лайт, Філадельфія, Філадельфія з авокадо",629.0,СЕТИ
107,1,Сет Мix (985г/32шт),"Рол з лососем, Філадельфія овочева, Запечений рол з лососем (не належить до категорії теплих), Каліфорнія з печеним лососем",598.0,СЕТИ
108,1,Хітовий сет (770г/24шт),"Філадельфія, Теплий рол Сирний, Рол з печеним лососем (не належить до категорії теплих)",525.0,СЕТИ
109,1,Сет Сирний (985г),"Сирний, Запечений Сирний рол, Сирний з куркою, Сирний з лососем",604.0,СЕТИ
110,1,Сет Філа чіз (770г),"Сирний, Філадельфія, Сирний з лососем",506.0,СЕТИ
111,1,Сет вигідний (710г),"Рол з лососем, Запечений рол з тамаго, Каліфорнія з печеним лососем",465.0,СЕТИ
112,1,Улюблений сет (765г),"Філадельфія, Запечений рол з тамаго, Теплий рол Сирний",429.0,СЕТИ
113,1,Вега сет (550г),"Футомакі мікс, Філадельфія овочева, Хосомакі з огірком",365.0,СЕТИ
114,1,Салат Цезар (210г),"Салат айсберг, помідори чері, куряче філе, бекон, сир Пармезан, сухарики, соус цезар",164.0,САЛАТИ
115,1,Салат Грецький (210г),"Помідор, огірок, перець болгарський, сир Фета, синя цибуля, оливки, орегано, оливкова олія, сіль, чорний перець, салат айсберг",137.0,САЛАТИ
116,1,Салат з копченою куркою (110г),"Салат айсберг, огірок, перець болгарський, курка копчена, кунжут білий, оливкова олія, сіль, чорний перець",127.0,САЛАТИ
117,1,Салат Хіяші вакаме (150г),"Водорості спіруліна, кунжут білий",106.0,САЛАТИ
118,1,Місо суп з вугром (385г),"Місо бульйон, зелена цибуля, водорості вакаме, кунжут білий, вугор",154.0,МІСО-СУПИ
119,1,Місо суп з копченою куркою (400г),"Місо бульйон, зелена цибуля, яйця курячі, водорості вакаме, курка копчена, соус кімчі",94.0,МІСО-СУПИ
120,1,Крильця курячі теріякі (250г),,134.0,ФРІ МЕНЮ
121,1,Нагетси (130г),,104.0,ФРІ МЕНЮ
122,1,Картопля фрі (150г),,72.0,ФРІ МЕНЮ
123,1,Соус Кімчі (50г),,50.0,ДОДАТКИ
124,1,Соус Цезар (30г),,40.0,ДОДАТКИ
125,1,Соус горіховий (30г),,40.0,ДОДАТКИ
126,1,Соус манго-чилі (30г),,40.0,ДОДАТКИ
127,1,Соус Сирний (30г),,40.0,ДОДАТКИ
128,1,Соус Унагі (30г),,37.0,ДОДАТКИ
129,1,Соус BBQ (30г),,35.0,ДОДАТКИ
130,1,Кетчуп (30г),,30.0,ДОДАТКИ
131,1,Часниковий соус (30г),,30.0,ДОДАТКИ
132,1,Спайс соус (30г),,27.0,ДОДАТКИ
133,1,Соєвий соус (100г),,12.0,ДОДАТКИ
134,1,Імбир + Васабі,,12.0,ДОДАТКИ
135,2,Кебаб Подвійний з гострим перцем  (800г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",245.0,КЕБАБ
136,2,Кебаб Подвійний  без перцю  (800г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",245.0,КЕБАБ
137,2,Кебаб Великий без перцю (500г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",155.0,КЕБАБ
138,2,Кебаб Великий з гострим перцем (500г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",155.0,КЕБАБ
139,2,Кебаб Стандартний без перцю (400г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",135.0,КЕБАБ
140,2,Кебаб Стандартний з гострим перцем (400г),"Хрусткий бездріжджовий лаваш, свинина з грилю, мікс салатів (айсберг, лоло), помідор, цибуля, білий та червоний соус. Прибирання інгридієнтів з кебабу зменшує його вагу",135.0,КЕБАБ
141,2,Сoca-Cola (0.5л),Солодкий сильногазований напій,35.0,НАПОЇ
142,2,"Sprite (0,5л)","Напій солодкий, сильногазований",35.0,НАПОЇ
143,3,Хачапурі по-мегрельськи (1000 г),Хачапурі з подвійним сулугуні та імеретинським сиром,405.0,Хачапурі
144,3,Хачапурі по-імеретинськи (900 г),Хачапурі з імеретинським сиром та сулугуні,380.0,Хачапурі
145,3,"Хачапурі з м'ясом, сиром та помідорами (500 г)","Хачапурі з яловичиною, свининою, сиром сулугуні та свіжим помідором",280.0,Хачапурі
146,3,Кубдарі з яловичиною та свининою (500 г),"Пиріг з яловичиною, свининою та спеціями",265.0,Хачапурі
147,3,Хачапурі по-мегрельськи (500 г),Хачапурі з подвійним сулугуні та імеретинським сиром,245.0,Хачапурі
148,3,Кубдарі з бараниною (500 г),Пиріг з бараниною та спеціями,232.0,Хачапурі
149,3,Хачапурі по-імеретинськи (450 г),Хачапурі з імеретинським сиром та сулугуні,225.0,Хачапурі
150,3,Хачапурі по-аджарськи (450 г),"Хачапурі у формі човника з сулугуні, імеретинським сиром та яйцем. УВАГА! На доставку яйце замішується з сиром",220.0,Хачапурі
151,3,Хінкалі з індичкою та житнім борошном (4 шт.),Хінкалі з житнього тіста з індичкою та зеленню,158.0,Хінкалі
152,3,Хінкалі з бараниною (4 шт.),Хінкалі з бараниною та кінзою,142.0,Хінкалі
153,3,Хінкалі з яловичиною та свининою (4 шт.),"Хінкалі з яловичиною, свининою та кінзою",142.0,Хінкалі
154,3,Хінкалі з сиром (4 шт.),Хінкалі з вершковим сулугуні,142.0,Хінкалі
155,3,Чебурек з бараниною та сиром (1 шт.),Чебурек з бараниною та сиром,141.0,Чебуреки
156,3,Чебурек з сиром сулугуні (1 шт.),Чебурек з сиром сулугуні,141.0,Чебуреки
157,3,Чебурек з м'ясом та помідором (1 шт.),Чебурек з міксом яловичини та свинини з сиром та помідором,141.0,Чебуреки
158,3,Шурпа (400 г),"Суп з баранини з картоплею, морквою та спеціями",195.0,Перші страви
159,3,Харчо з тклапі (300 г),"Грузинський суп з яловичиною, рисом, зеленню та спеціями",182.0,Перші страви
160,3,Курячий бульон (300 г),"Суп з курячим м'ясом, локшиною, морквою, курячим яйцем та свіжим кропом",145.0,Перші страви
161,3,Салат з курячою печінкою (300 г),"Теплий салат з курячою печінкою в гостро-солодкому соусі, авокадо, руколою, шпинатом, кінзою та медовим дресінгом",255.0,Салати і закуски
162,3,Баклажани по-грузинськи (235 г),Баклажани по-грузинськи 235г,208.0,Салати і закуски
163,3,Грузинський салат з горіховою пастою (350 г),"Огірок, помідор, цибуля, петрушка, заправка з волоських горіхів та спецій",192.0,Салати і закуски
164,3,Цицила-тапака (1 шт.),"Смажене, як треба, ціле курча",370.0,Гарячі страви
165,3,Чкмерулі (450 г),Смажене курча у вершково-горіховому соусі з часником і спеціями,370.0,Гарячі страви
166,3,Долма з мацоні (180/30 г),"Виноградне листя, фаршироване яловичиною та свининою з рисом і спеціями; подається з мацоні",232.0,Гарячі страви
167,3,Оджахурі з лисичками (200/25 г),"Смажена картопля з лисичками, цибулею, часником, маринованим огірком та свіжою зеленню",220.0,Гарячі страви
168,3,Чашушулі зі свининою (240 г),"Тушкована свинина у томатному соусі зі спеціями, цибулею, часником та кінзою",212.0,Гарячі страви
169,3,Оджахурі зі свининою (250 г),"Смажена свинина з картоплею, цибулею, часником та свіжою зеленню",210.0,Гарячі страви
170,3,Лобіо по-мегрельськи (200/50 г),"Червона квасоля з волоськими горіхами, кінзою, цибулею та спеціями",160.0,Гарячі страви
171,3,Асорті шашликів (800/50/50/45/45/100 г),"Свиний ошийок, шашлик із телятини, куряче стегно, люля-кебаб із баранини; подається з зеленню на лаваші з цибулею та соусами Сацебелі та Ткемалі",1345.0,Тоне меню
172,3,Каре баранини (200 г),М'ясо баранини на кістці,555.0,Тоне меню
173,3,Каре телятини (200 г),М'ясо телятини на кістці,455.0,Тоне меню
174,3,Шашлик зі свинного ошийку (200 г),Шашлик зі свинного ошийку 200г,315.0,Тоне меню
175,3,Шашлик з телятини (200 г),Шашлик з телятини 200г,315.0,Тоне меню
176,3,Люля-кебаб з баранини (200 г),Люля-кебаб з баранини 200г,305.0,Тоне меню
177,3,Люля-кебаб з телятини з печерицями (200 г),Люля-кебаб з телятини з печерицями 200г,305.0,Тоне меню
178,3,Люля-кебаб із індички з сиром (200 г),Люля-кебаб із індички з сиром 200г,305.0,Тоне меню
179,3,Шашлик із курячого стегна (200 г),Шашлик із курячого стегна 200г,280.0,Тоне меню
180,3,Асорті запечених овочів (200 г),"Асорті із запечених баклажанів, кабачків, томатів та болгарського перцю",100.0,Тоне меню
181,3,Печена картопля (150 г),"Запечена картопля з прованськими травами, сванською сіллю та сухою аджикою",87.0,Тоне меню
182,3,Аджика з цицаком (30 г),Соус із гострого червоного перця з цицаком,65.0,Соуса
183,3,Аджика з помідорами (30 г),Солодка аджика із томатів,65.0,Соуса
184,3,Аджика зелена (30 г),Дуже гостра аджика із цицака,65.0,Соуса
185,3,Наршараб (30 г),Соус із гранатового соку,65.0,Соуса
186,3,Сацебелі (30 г),Кисло-солодкий соус,65.0,Соуса
187,3,Ткемалі (30 г),Соус із кислої сливи та часника,65.0,Соуса
188,3,Тоніс пурі (370 г),Пухкий грузинський хліб,70.0,Хліб
189,3,Пахлава з фісташками (1 шт.),"Солодкий, соковитий десерт з десятків тоненьких прошарків хрумкого листкового тіста, витриманих у цукрово-медовому сиропі та фісташок",200.0,Десерти
190,3,Пахлава з волоським горіхом (1 шт.),"Cолодкий, соковитий десерт з десятків тоненьких прошарків хрумкого листкового тіста, витриманих у цукрово-медовому сиропі та волоських горіхів",190.0,Десерти
191,3,Багратіоні (160 г),Домашній наполеон з кремом із козиного молока,170.0,Десерти
192,3,"Лимонад Тархун (0,5 л)","Лимонад Тархун 0,5л",130.0,Напої
193,3,"Лимонад Обліпиха (0,5 л)","Лимонад Обліпиха 0,5л",85.0,Напої
194,3,"Лимонад Цитрус (0,5 л)","Лимонад Цитрус 0,5л",85.0,Напої
195,3,"Лимонад Батумі Барбарис (0,5 л)","Лимонад Батумі Барбарис 0,5л",78.0,Напої
196,3,"Лимонад Батумі Дюшес (0,5 л)","Лимонад Батумі Дюшес 0,5л",78.0,Напої
197,3,"Лимонад Батумі Лимон (0,5 л)","Лимонад Батумі Лимон 0,5л",78.0,Напої
198,3,"Лимонад Батумі Тархун (0,5 л)","Лимонад Батумі Тархун 0,5л",78.0,Напої
199,3,"Лимонад Батумі Сапераві (0,5 л)","Лимонад Батумі Сапераві 0,5л",78.0,Напої
200,4,Кебаб XXL (690г),"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, соус",205.0,КЕБАБИ
201,4,Кебаб часниковий XXL,"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, часниковий соус",205.0,КЕБАБИ
202,4,Кебаб XL (500г),"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, соус",152.0,КЕБАБИ
203,4,Кебаб часниковий XL,"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, часниковий соус",152.0,КЕБАБИ
204,4,Кебаб з тунцем,"Лаваш, тунець, салат Айсберг,  цибуля, помідор, соус Тартар",135.0,КЕБАБИ
205,4,Кебаб L (400г),"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, соус",129.0,КЕБАБИ
206,4,Кебаб в булці (415г),"Булка, м'ясо на вибір, томат, листя салату, цибуля, соус",129.0,КЕБАБИ
207,4,Кебаб Америка (430г),"Лаваш, свинина, томат, листя салату, цибуля, кетчуп, майонез",129.0,КЕБАБИ
208,4,Кебаб часниковий L,"Лаваш, м'ясо на вибір, томат, листя салату, цибуля, часниковий соус",129.0,КЕБАБИ
209,4,Кебаб Black&White (380г),"Лаваш на вибір, м'ясо на вибір, томат, листя салату, цибуля, тостовий сир, печериці, соус",117.0,КЕБАБИ
210,4,Кебаб вегетаріанський (360г),"Зелений лаваш, томат, листя салату, цибуля, тостовий сир, печериці, соус",105.0,КЕБАБИ
211,4,Кебаб сирний,"Лаваш, твердий сир, зелень, майонез",105.0,КЕБАБИ
212,4,Соус часниковий (24г),,14.0,СОУСИ
213,4,Соус Журавлиновий (24г),,14.0,СОУСИ
214,4,Соус Кисло-солодкий (24г),,14.0,СОУСИ
215,4,Соус Сирний (24г),,14.0,СОУСИ
216,4,Соус Барбекю (24г),,14.0,СОУСИ
217,4,Кетчуп (24г),,14.0,СОУСИ
218,4,Кока-Кола (0.33л),0.33 л,35.0,НАПОЇ
219,4,Кока-Кола (0.5л),0.5 л,35.0,НАПОЇ
220,4,Кока-Кола Зеро (0.5л),0.5 л,35.0,НАПОЇ
221,4,Фанта Оранж (0.5л),0.5 л,35.0,НАПОЇ
222,4,Фанта Мандарин (0.5л),0.5 л,35.0,НАПОЇ
223,4,Бонаква негазована (0.5л),0.5 л,35.0,НАПОЇ
224,4,Бонаква газована (0.5л),0.5 л,35.0,НАПОЇ
